ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q67177084,Gabinete de Jimmy Morales,2016-01-14,11,,,2020-01-14,11,,,,,,,,,,
,Q66380860,Cabinet of Alejandro Giammattei,2020-01-14,11,,,,,,,,,,,,,,
