item,itemLabel,startDate,endDate,sourceDate,psid
Q467077,Efraín Ríos Montt,2000-01,2004-01,,Q467077-A96C5904-8107-4510-BFA0-400BE78D0B68
Q22279821,Luis Rabbé,2015-01-14,2016-01-14,,Q22279821-adf2a638-4de2-1fdb-0fcc-2e6d387b02ec
Q23304498,Mario Taracena,2016-01,2017-01,,Q23304498-2953D487-7A1B-4E5B-99C9-3BB4A69745CD
Q28837292,Óscar Chinchilla,2017-01,2018-01,,Q28837292-53965164-7178-4247-86AF-8B80A1D8395A
Q27044664,Alvaro Arzú Escobar,2018-01,2020-01,,Q27044664-D1C839E2-3378-4E86-9A25-8FC5EA56BB8F
Q97174505,Allan Rodríguez,2020-01-14,2022-01-14,,Q97174505-10b892f1-41ee-8896-c4f3-9af169cedd83
Q108929476,Shirley Rivera,2022-01-14,,,Q108929476-A1E14996-28D3-424B-95F2-6DB15724D2A3
